上市编号,上市公司名,违纪类型,红头文件
600390,金瑞科技,监管工作函,NO SUCH FILE!
600751,天海投资,监管工作函,NO SUCH FILE!
600288,大恒科技,监管工作函,NO SUCH FILE!
603558,健盛集团,监管工作函,NO SUCH FILE!
603889,新澳股份,监管工作函,NO SUCH FILE!
600655,豫园商城,监管工作函,NO SUCH FILE!
600806,昆明机床,监管工作函,NO SUCH FILE!
600226,升华拜克,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118321.shtml
601688,华泰证券,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118482.shtml
601633,长城汽车,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118438.shtml
600797,浙大网新,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118437.shtml
600556,慧球科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118436.shtml
600290,华仪电气,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118320.shtml
600226,升华拜克,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118439.shtml
600785,新华百货,监管工作函,NO SUCH FILE!
600575,皖江物流,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118481.shtml
600291,西水股份,监管工作函,NO SUCH FILE!
600838,上海九百,监管工作函,NO SUCH FILE!
600634,中技控股,监管工作函,NO SUCH FILE!
600234,山水文化,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118479.shtml
600866,星湖科技,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118435.shtml
600512,腾达建设,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118434.shtml
600379,宝光股份,监管工作函,NO SUCH FILE!
603766,隆鑫通用,监管工作函,NO SUCH FILE!
600319,亚星化学,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118433.shtml
600319,亚星化学,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118319.shtml
600844,丹化科技,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118480.shtml
601669,中国电建,监管工作函,NO SUCH FILE!
600381,青海春天,监管工作函,NO SUCH FILE!
600401,*ST海润,监管工作函,NO SUCH FILE!
600656,*ST博元,监管工作函,NO SUCH FILE!
600898,三联商社,监管工作函,NO SUCH FILE!
600866,星湖科技,监管工作函,NO SUCH FILE!
600584,长电科技,监管工作函,NO SUCH FILE!
600526,菲达环保,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118318.shtml
600265,ST景谷,监管工作函,NO SUCH FILE!
600175,美都能源,监管工作函,NO SUCH FILE!
601288,农业银行,监管工作函,NO SUCH FILE!
600747,大连控股,监管工作函,NO SUCH FILE!
600867,通化东宝,监管工作函,NO SUCH FILE!
601216,君正集团,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118316.shtml
600268,国电南自,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118315.shtml
600634,中技控股,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118317.shtml
600710,*ST常林,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118314.shtml
600586,金晶科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118313.shtml
600539,*ST狮头,监管工作函,NO SUCH FILE!
600401,*ST海润,监管工作函,NO SUCH FILE!
600306,商业城,监管工作函,NO SUCH FILE!
600710,*ST常林,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118432.shtml
600469,风神股份,监管工作函,NO SUCH FILE!
600299,安迪苏,监管工作函,NO SUCH FILE!
600579,天华院,监管工作函,NO SUCH FILE!
600378,天科股份,监管工作函,NO SUCH FILE!
600759,洲际油气,监管工作函,NO SUCH FILE!
600556,慧球科技,监管工作函,NO SUCH FILE!
600311,ST荣华,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118312.shtml
600306,商业城,监管工作函,NO SUCH FILE!
600595,中孚实业,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600175,美都能源,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118311.shtml
600617,国新能源,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118310.shtml
600793,ST宜纸,监管工作函,NO SUCH FILE!
600732,*ST新梅,监管工作函,NO SUCH FILE!
600696,匹凸匹,监管工作函,NO SUCH FILE!
600732,*ST新梅,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600644,*ST乐电,监管工作函,NO SUCH FILE!
600608,*ST沪科,监管工作函,NO SUCH FILE!
600247,*ST成城,监管工作函,NO SUCH FILE!
600163,*ST闽能,监管工作函,NO SUCH FILE!
600962,*ST中鲁,监管工作函,NO SUCH FILE!
600870,*ST厦华,监管工作函,NO SUCH FILE!
600779,*ST水井,监管工作函,NO SUCH FILE!
600722,*ST金化,监管工作函,NO SUCH FILE!
600715,*ST松辽,监管工作函,NO SUCH FILE!
600710,*ST常林,监管工作函,NO SUCH FILE!
600691,*ST阳化,监管工作函,NO SUCH FILE!
600539,*ST狮头,监管工作函,NO SUCH FILE!
600444,*ST国通,监管工作函,NO SUCH FILE!
600408,*ST安泰,监管工作函,NO SUCH FILE!
600401,*ST海润,监管工作函,NO SUCH FILE!
600301,*ST南化,监管工作函,NO SUCH FILE!
600332,白云山,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118309.shtml
600722,*ST金化,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118308.shtml
600155,宝硕股份,监管工作函,NO SUCH FILE!
600677,航天通信,监管工作函,NO SUCH FILE!
600984,*ST建机,监管工作函,NO SUCH FILE!
600105,永鼎股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118307.shtml
600793,ST宜纸,监管工作函,NO SUCH FILE!
600234,山水文化,监管工作函,NO SUCH FILE!
600734,实达集团,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600227,赤天化,监管工作函,NO SUCH FILE!
600851,海欣股份,监管工作函,NO SUCH FILE!
601117,中国化学,监管工作函,NO SUCH FILE!
600502,安徽水利,监管工作函,NO SUCH FILE!
600091,*ST明科,监管工作函,NO SUCH FILE!
600069,*ST银鸽,监管工作函,NO SUCH FILE!
600071,*ST光学,监管工作函,NO SUCH FILE!
600242,*ST中昌,监管工作函,NO SUCH FILE!
600217,*ST秦岭,监管工作函,NO SUCH FILE!
600385,山东金泰,监管工作函,NO SUCH FILE!
600301,*ST南化,监管工作函,NO SUCH FILE!
600058,五矿发展,监管工作函,NO SUCH FILE!
600990,四创电子,监管工作函,NO SUCH FILE!
600271,航天信息,监管工作函,NO SUCH FILE!
600656,*ST博元,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118478.shtml
600656,*ST博元,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118431.shtml
600423,柳化股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118306.shtml
600189,吉林森工,监管工作函,NO SUCH FILE!
600186,莲花味精,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118430.shtml
600469,风神股份,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600822,上海物贸,监管工作函,NO SUCH FILE!
600379,宝光股份,监管工作函,NO SUCH FILE!
600423,柳化股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118429.shtml
600423,柳化股份,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118477.shtml
600486,扬农化工,监管工作函,NO SUCH FILE!
600890,中房股份,监管工作函,NO SUCH FILE!
600546,山煤国际,监管工作函,NO SUCH FILE!
600990,四创电子,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118305.shtml
600086,东方金钰,监管工作函,NO SUCH FILE!
600488,天药股份,监管工作函,NO SUCH FILE!
600706,曲江文旅,监管工作函,NO SUCH FILE!
600732,*ST新梅,监管工作函,NO SUCH FILE!
600696,匹凸匹,监管工作函,NO SUCH FILE!
600053,中江地产,监管工作函,NO SUCH FILE!
600076,青鸟华光,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118476.shtml
600990,四创电子,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118428.shtml
600822,上海物贸,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118475.shtml
600822,上海物贸,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118474.shtml
600275,武昌鱼,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118427.shtml
600806,昆明机床,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118426.shtml
600070,浙江富润,监管工作函,NO SUCH FILE!
600271,航天信息,监管工作函,NO SUCH FILE!
600872,中炬高新,监管工作函,NO SUCH FILE!
600785,新华百货,监管工作函,NO SUCH FILE!
600546,山煤国际,监管工作函,NO SUCH FILE!
600627,赤天化,监管工作函,NO SUCH FILE!
600793,ST宜纸,监管工作函,NO SUCH FILE!
600890,中房股份,监管工作函,NO SUCH FILE!
600234,山水文化,监管工作函,NO SUCH FILE!
600656,*ST博元,监管工作函,NO SUCH FILE!
600086,东方金钰,监管工作函,NO SUCH FILE!
600058,五矿发展,监管工作函,NO SUCH FILE!
600455,博通股份,监管工作函,NO SUCH FILE!
600812,华北制药,监管工作函,NO SUCH FILE!
600120,浙江东方,监管工作函,NO SUCH FILE!
600781,辅仁药业,监管工作函,NO SUCH FILE!
600375,华菱星马,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118304.shtml
600812,华北制药,监管工作函,NO SUCH FILE!
600578,京能电力,监管工作函,NO SUCH FILE!
600969,郴电国际,监管工作函,NO SUCH FILE!
603026,石大胜华,监管工作函,NO SUCH FILE!
600781,辅仁药业,监管工作函,NO SUCH FILE!
600864,哈投股份,监管工作函,NO SUCH FILE!
600094,大名城,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118303.shtml
603918,金桥信息,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118302.shtml
603918,金桥信息,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118420.pdf
600206,有研新材,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118424.pdf
600660,福耀玻璃,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118423.pdf
600234,山水文化,监管工作函,NO SUCH FILE!
600749,西藏旅游,监管工作函,NO SUCH FILE!
600733,S前锋,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118425.pdf
600539,*ST狮头,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118422.pdf
600423,柳化股份,监管工作函,NO SUCH FILE!
600982,宁波热电,监管工作函,NO SUCH FILE!
600186,莲花味精,监管工作函,NO SUCH FILE!
600890,中房股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118301.shtml
600145,*ST新亿,监管工作函,NO SUCH FILE!
600729,重庆百货,监管工作函,NO SUCH FILE!
600898,三联商社,监管工作函,NO SUCH FILE!
600740,山西焦化,监管工作函,NO SUCH FILE!
603008,喜临门,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118300.shtml
600682,南京新百,监管工作函,NO SUCH FILE!
600671,天目药业,监管工作函,NO SUCH FILE!
600234,山水文化,监管工作函,NO SUCH FILE!
600053,中江地产,监管工作函,NO SUCH FILE!
600297,广汇汽车,监管工作函,NO SUCH FILE!
600781,辅仁药业,监管工作函,NO SUCH FILE!
600806,昆明机床,监管工作函,NO SUCH FILE!
600817,ST宏盛,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600880,博瑞传播,监管工作函,NO SUCH FILE!
600983,惠而浦,监管工作函,NO SUCH FILE!
600258,首旅酒店,监管工作函,NO SUCH FILE!
600168,武汉控股,监管工作函,NO SUCH FILE!
600189,吉林森工,监管工作函,NO SUCH FILE!
600763,通策医疗,监管工作函,NO SUCH FILE!
600303,曙光股份,监管工作函,NO SUCH FILE!
600822,上海物贸,监管工作函,NO SUCH FILE!
600195,中牧股份,监管工作函,NO SUCH FILE!
600575,皖江物流,公开认定,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118473.shtml
600575,皖江物流,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/c_20160524_4118472.shtml
601018,宁波港,监管工作函,NO SUCH FILE!
600817,ST宏盛,监管工作函,NO SUCH FILE!
600311,荣华实业,监管工作函,NO SUCH FILE!
600227,赤天化,监管工作函,NO SUCH FILE!
600097,开创国际,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118419.pdf
600628,新世界,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118299.shtml
600233,大杨创世,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118418.pdf
600110,中科英华,监管工作函,NO SUCH FILE!
600847,万里股份,监管工作函,NO SUCH FILE!
600793,ST宜纸,监管工作函,NO SUCH FILE!
603869,北部湾旅,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600735,新华锦,监管工作函,NO SUCH FILE!
600258,首旅酒店,监管工作函,NO SUCH FILE!
600139,西部资源,监管工作函,NO SUCH FILE!
600739,辽宁成大,监管工作函,NO SUCH FILE!
600238,海南椰岛,监管工作函,NO SUCH FILE!
600826,兰生股份,监管工作函,NO SUCH FILE!
600219,南山铝业,监管工作函,NO SUCH FILE!
600978,宜华木业,监管工作函,NO SUCH FILE!
600189,吉林森工,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118421.pdf
600306,商业城,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118298.shtml
600189,吉林森工,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118297.shtml
600759,洲际油气,监管工作函,NO SUCH FILE!
600732,*ST新梅,监管工作函,NO SUCH FILE!
600745,中茵股份,监管工作函,NO SUCH FILE!
600988,赤峰黄金,监管工作函,NO SUCH FILE!
600864,哈投股份,监管工作函,NO SUCH FILE!
600589,广东榕泰,监管工作函,NO SUCH FILE!
600681,万鸿集团,监管工作函,NO SUCH FILE!
600338,西藏珠峰,监管工作函,NO SUCH FILE!
600565,迪马股份,监管工作函,NO SUCH FILE!
603111,康尼机电,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118296.shtml
603010,万盛股份,监管工作函,NO SUCH FILE!
600420,现代制药,监管工作函,NO SUCH FILE!
600652,游久游戏,监管工作函,NO SUCH FILE!
600767,运盛医疗,监管工作函,NO SUCH FILE!
600052,浙江广厦,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118295.shtml
600847,万里股份,监管工作函,NO SUCH FILE!
600306,商业城,监管工作函,NO SUCH FILE!
603227,雪峰科技,监管工作函,NO SUCH FILE!
600710,*ST常林,监管工作函,NO SUCH FILE!
600555,九龙山,监管工作函,NO SUCH FILE!
601169,北京银行,监管工作函,NO SUCH FILE!
600533,栖霞建设,监管工作函,NO SUCH FILE!
600736,苏州高新,监管工作函,NO SUCH FILE!
600643,爱建集团,监管工作函,NO SUCH FILE!
601388,怡球资源,监管工作函,NO SUCH FILE!
600335,国机汽车,监管工作函,NO SUCH FILE!
600995,文山电力,监管工作函,NO SUCH FILE!
600696,匹凸匹,监管工作函,NO SUCH FILE!
600358,国旅联合,监管工作函,NO SUCH FILE!
600751,天海投资,监管工作函,NO SUCH FILE!
600026,中海发展,监管工作函,NO SUCH FILE!
600428,中远航运,监管工作函,NO SUCH FILE!
601866,中海集运,监管工作函,NO SUCH FILE!
601919,中国远洋,监管工作函,NO SUCH FILE!
600165,新日恒力,监管工作函,NO SUCH FILE!
600532,宏达矿业,监管工作函,NO SUCH FILE!
600763,通策医疗,监管工作函,NO SUCH FILE!
600515,海岛建设,监管工作函,NO SUCH FILE!
600728,佳都科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118294.shtml
600677,航天通信,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118293.shtml
600980、600593、600769、600892、603018、600768,北矿磁材、大连圣亚、祥龙电业、宝诚股份、设计股份、宁波富邦,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118292.shtml
600877,中国嘉陵,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118291.shtml
600097,开创国际,监管工作函,NO SUCH FILE!
600242,*ST中昌,监管工作函,NO SUCH FILE!
600167,联美控股,监管工作函,NO SUCH FILE!
600462,石岘纸业,监管工作函,NO SUCH FILE!
600817,ST宏盛,监管工作函,NO SUCH FILE!
600682,南京新百,监管工作函,NO SUCH FILE!
600721,百花村,监管工作函,NO SUCH FILE!
600900,长江电力,监管工作函,NO SUCH FILE!
600882,华联矿业,监管工作函,NO SUCH FILE!
601003,柳钢股份,监管工作函,NO SUCH FILE!
600793,ST宜纸,监管工作函,NO SUCH FILE!
600746,江苏索普,监管工作函,NO SUCH FILE!
600530,交大昂立,监管工作函,NO SUCH FILE!
600656,*ST博元,监管工作函,NO SUCH FILE!
600247,*ST成城,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118416.shtml
600656,*ST博元,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118415.shtml
600243,青海华鼎,监管工作函,NO SUCH FILE!
600983,惠而浦,监管工作函,NO SUCH FILE!
600242,*ST中昌,监管工作函,NO SUCH FILE!
600356,恒丰纸业,监管工作函,NO SUCH FILE!
600654,中安消,监管工作函,NO SUCH FILE!
600145,*ST新亿,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118417.pdf
600610,中毅达,监管工作函,NO SUCH FILE!
600866,星湖科技,监管工作函,NO SUCH FILE!
600689,上海三毛,监管工作函,NO SUCH FILE!
600151,航天机电,监管工作函,NO SUCH FILE!
600990,四创电子,监管工作函,NO SUCH FILE!
603686,龙马环卫,监管工作函,NO SUCH FILE!
600237,铜峰电子,监管工作函,NO SUCH FILE!
600756,浪潮软件,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118290.shtml
600587,新华医疗,监管工作函,NO SUCH FILE!
600749,西藏旅游,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118414.shtml
600139,西部资源,监管工作函,NO SUCH FILE!
600207,安彩高科,监管工作函,NO SUCH FILE!
600817,ST宏盛,监管工作函,NO SUCH FILE!
600365,通葡股份,监管工作函,NO SUCH FILE!
600817,ST宏盛,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118413.shtml
600505,西昌电力,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118289.shtml
601996,丰林集团,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118412.shtml
600238,海南椰岛,监管工作函,NO SUCH FILE!
600365,通葡股份,监管工作函,NO SUCH FILE!
600610,中毅达,监管工作函,NO SUCH FILE!
601929,吉视传媒,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118288.shtml
600455,博通股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118287.shtml
600281,太化股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118411.shtml
600315,上海家化,监管工作函,NO SUCH FILE!
600525,长园集团,监管工作函,NO SUCH FILE!
600767,运盛医疗,监管工作函,NO SUCH FILE!
600226,升华拜克,监管工作函,NO SUCH FILE!
600186,莲花味精,监管工作函,NO SUCH FILE!
600696,匹凸匹,监管工作函,NO SUCH FILE!
600110,中科英华,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600721,百花村,监管工作函,NO SUCH FILE!
600401,*ST海润,监管工作函,NO SUCH FILE!
600121,郑州煤电,监管工作函,NO SUCH FILE!
600072,钢构工程,监管工作函,NO SUCH FILE!
600193,创兴资源,监管工作函,NO SUCH FILE!
600090,啤酒花,监管工作函,NO SUCH FILE!
600633,浙报传媒,监管工作函,NO SUCH FILE!
600099,林海股份,监管工作函,NO SUCH FILE!
600145,*ST新亿,监管工作函,NO SUCH FILE!
600759,洲际油气,监管工作函,NO SUCH FILE!
600499,科达洁能,监管工作函,NO SUCH FILE!
600568,中珠控股,监管工作函,NO SUCH FILE!
600146,商赢环球,监管工作函,NO SUCH FILE!
600575,皖江物流,监管工作函,NO SUCH FILE!
600311,荣华实业,监管工作函,NO SUCH FILE!
600785,新华百货,监管工作函,NO SUCH FILE!
600155,宝硕股份,监管工作函,NO SUCH FILE!
600671,天目药业,监管工作函,NO SUCH FILE!
600990,四创电子,监管工作函,NO SUCH FILE!
600634,中技控股,监管工作函,NO SUCH FILE!
600212,江泉实业,监管工作函,NO SUCH FILE!
600603,大洲兴业,监管工作函,NO SUCH FILE!
600378,天科股份,监管工作函,NO SUCH FILE!
600186,莲花味精,监管工作函,NO SUCH FILE!
600097,开创国际,监管工作函,NO SUCH FILE!
600719,大连热电,监管工作函,NO SUCH FILE!
600886,国投电力,监管工作函,NO SUCH FILE!
600186,莲花味精,监管工作函,NO SUCH FILE!
601618,中国中冶,监管工作函,NO SUCH FILE!
600870,*ST厦华,监管工作函,NO SUCH FILE!
600186,莲花味精,监管工作函,NO SUCH FILE!
601018,宁波港,监管工作函,NO SUCH FILE!
600186,莲花味精,监管工作函,NO SUCH FILE!
600806,昆明机床,监管工作函,NO SUCH FILE!
600798,宁波海运,监管工作函,NO SUCH FILE!
600823,世茂股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118286.shtml
600378,天科股份,监管工作函,NO SUCH FILE!
601616,广电电气,监管工作函,NO SUCH FILE!
600696,匹凸匹,监管工作函,NO SUCH FILE!
600423,柳化股份,监管工作函,NO SUCH FILE!
600866,星湖科技,监管工作函,NO SUCH FILE!
600249,两面针,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118283.shtml
601618,中国中冶,监管工作函,NO SUCH FILE!
600804,鹏博士,监管工作函,NO SUCH FILE!
600277,亿利能源,监管工作函,NO SUCH FILE!
600258,首旅酒店,监管工作函,NO SUCH FILE!
600595,中孚实业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118285.shtml
600738,兰州民百,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118284.shtml
601117,中国化学,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118282.shtml
601668,中国建筑,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118281.shtml
600702,沱牌舍得,监管工作函,NO SUCH FILE!
600804,鹏博士,监管工作函,NO SUCH FILE!
600155,宝硕股份,监管工作函,NO SUCH FILE!
600319,亚星化学,监管工作函,NO SUCH FILE!
600656,*ST博元,监管工作函,NO SUCH FILE!
600873,梅花生物,监管工作函,NO SUCH FILE!
600238,海南椰岛,监管工作函,NO SUCH FILE!
600094,大名城,监管工作函,NO SUCH FILE!
600742,一汽富维,监管工作函,NO SUCH FILE!
600785,新华百货,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/c_20160524_4118410.shtml
600167,联美控股,监管工作函,NO SUCH FILE!
600785,新华百货,监管工作函,NO SUCH FILE!
600393,东华实业,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118280.shtml
600637,东方明珠,监管工作函,NO SUCH FILE!
600745,中茵股份,监管工作函,NO SUCH FILE!
600122,宏图高科,监管工作函,NO SUCH FILE!
600137,浪莎股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118252.shtml
600260,凯乐科技,监管工作函,NO SUCH FILE!
600869,智慧能源,监管工作函,NO SUCH FILE!
600423,柳化股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118398.pdf
600145,*ST国创,监管工作函,NO SUCH FILE!
600408,*ST安泰,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118253.shtml
600094,大名城,监管工作函,NO SUCH FILE!
600634,中技控股,监管工作函,NO SUCH FILE!
601901,方正证券,监管工作函,NO SUCH FILE!
600643,爱建股份,监管工作函,NO SUCH FILE!
600137,浪莎股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118401.pdf
600399,抚顺特钢,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118400.pdf
600408,*ST安泰,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118404.pdf
600408,*ST安泰,公开谴责,http://www.sse.com.cn/disclosure/credibility/supervision/measures/ident/c/4118469.pdf
600749,西藏旅游,监管工作函,NO SUCH FILE!
600369,西南证券,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118265.shtml
600379,宝光股份,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118407.pdf
600099,林海股份,监管工作函,NO SUCH FILE!
600890,中房股份,监管工作函,NO SUCH FILE!
600806,昆明机床,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118269.shtml
600095,哈高科,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118256.shtml
600760,中航黑豹,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118263.shtml
600829,人民同泰,通报批评,http://www.sse.com.cn/disclosure/credibility/supervision/measures/criticism/c/4118405.pdf
600821,津劝业,限制交易,NO SUCH FILE!
600696,多伦股份,监管工作函,NO SUCH FILE!
600696,多伦股份,监管工作函,NO SUCH FILE!
600331,宏达股份,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118261.shtml
600520,中发科技,监管警示,http://www.sse.com.cn/disclosure/credibility/supervision/measures/focus/c/c_20160524_4118267.shtml
